Transaction_ID,Customer_ID,Amount,Payment_Method,Bank_Name,Response_Code,Response_Message,Retry_Count,Transaction_Time,Retry_Time,Final_Status,Failure_Type,Revenue_Lost
TXN104841,C3038,39937.0,Debit Card,Yes Bank,96.0,Invalid Amount,0.0,2026-10-14 11:49,,Success,No Failure,0
TXN104842,C5270,71040.0,Debit Card,PNB,96.0,System Error,4.0,2026-07-03 13:03,2026-07-03 13:16,Success,No Failure,0
TXN104843,C5683,98715.0,Credit Card,PNB,54.0,System Error,1.0,2026-08-15 01:13,2026-08-15 02:03,Success,No Failure,0
TXN104844,C1494,41668.0,UPI,Axis,55.0,Expired Card,4.0,2026-04-26 12:00,2026-04-26 12:09,Success,No Failure,0
TXN104845,C8116,72116.0,Net Banking,HDFC,54.0,Invalid Amount,3.0,2026-05-22 09:33,2026-05-22 10:19,Success,No Failure,0
TXN104846,C2784,50105.0,Credit Card,PNB,68.0,Approved,1.0,2026-03-19 19:55,2026-03-19 20:03,Success,No Failure,0
TXN104847,C4510,20260.0,Net Banking,Axis,51.0,Approved,1.0,2026-05-07 04:50,2026-05-07 04:53,Failed,Permanent,20260
TXN104848,C4786,4300.0,Net Banking,ICICI,12.0,Network Error,1.0,2026-11-18 03:49,2026-11-18 04:19,Success,No Failure,0
TXN104849,C6266,62316.0,Net Banking,PNB,0.0,Approved,1.0,2026-01-16 07:54,2026-01-16 08:26,Success,No Failure,0
TXN104850,C6428,24196.0,Wallet,IndusInd,54.0,Approved,2.0,2026-12-29 15:10,2026-12-29 15:49,Success,No Failure,0
TXN104851,C7681,99197.0,Net Banking,PNB,55.0,Approved,4.0,2026-10-29 03:45,2026-10-29 04:38,Success,No Failure,0
TXN104852,C7893,29900.0,Debit Card,IndusInd,51.0,Response Timeout,4.0,2026-10-27 13:44,2026-10-27 14:27,Success,No Failure,0
TXN104853,C5658,18065.0,Credit Card,Yes Bank,8.0,Response Timeout,0.0,2026-08-21 05:07,,Success,No Failure,0
TXN104854,C8082,12594.0,Net Banking,IndusInd,54.0,Response Timeout,3.0,2026-04-02 19:05,2026-04-02 19:18,Success,No Failure,0
TXN104855,C7869,44878.0,Debit Card,Canara,51.0,Response Timeout,3.0,2026-08-22 05:30,2026-08-22 06:03,Failed,Temporary,0
TXN104856,C8607,96298.0,Net Banking,Canara,51.0,Insufficient Funds,1.0,2026-08-17 03:10,2026-08-17 03:51,Success,No Failure,0
TXN104857,C8669,9178.0,Wallet,Axis,68.0,Approved,3.0,2026-03-21 10:52,2026-03-21 11:22,Success,No Failure,0
TXN104858,C7219,35683.0,Net Banking,Yes Bank,51.0,Approved,0.0,2026-06-17 20:31,,Failed,Permanent,35683
TXN104859,C5534,19138.0,Credit Card,Axis,51.0,System Error,1.0,2026-01-12 11:29,2026-01-12 12:14,Success,No Failure,0
TXN104860,C6979,26582.0,Net Banking,Axis,54.0,Card Declined,0.0,2026-10-18 13:18,,Success,No Failure,0
TXN104861,C9890,8307.0,Wallet,Yes Bank,54.0,Expired Card,2.0,2026-03-06 04:51,2026-03-06 05:48,Success,No Failure,0
TXN104862,C2312,51842.0,UPI,Canara,55.0,Approved,2.0,2026-04-21 16:25,2026-04-21 16:55,Success,No Failure,0
TXN104863,C3962,58914.0,Debit Card,Axis,68.0,Network Error,0.0,2026-06-29 03:11,,Success,No Failure,0
TXN104864,C3938,62554.0,Wallet,Yes Bank,54.0,Approved,4.0,2026-01-28 22:54,2026-01-28 23:40,Success,No Failure,0
TXN104865,C4197,28487.0,Credit Card,BOB,51.0,Invalid Amount,0.0,2026-12-03 22:48,,Failed,Permanent,0
TXN104866,C6296,77348.0,UPI,Axis,0.0,Network Error,1.0,2026-03-31 08:05,2026-03-31 08:10,Success,No Failure,0
TXN104867,C8204,14127.0,Credit Card,Axis,51.0,System Error,2.0,2026-02-24 11:09,2026-02-24 11:39,Success,No Failure,0
TXN104868,C6730,51569.0,Net Banking,Axis,54.0,Approved,1.0,2026-06-16 12:57,2026-06-16 13:35,Success,No Failure,0
TXN104869,C1126,94522.0,UPI,ICICI,12.0,Card Declined,3.0,2026-01-26 10:17,2026-01-26 11:07,Success,No Failure,0
TXN104870,C6602,61986.0,Debit Card,Yes Bank,12.0,Approved,3.0,2026-11-27 04:18,2026-11-27 04:48,Failed,Temporary,0
TXN104871,C2191,32157.0,Credit Card,IndusInd,96.0,System Error,2.0,2026-05-10 01:49,2026-05-10 02:19,Success,No Failure,0
TXN104872,C3639,89799.0,Net Banking,Yes Bank,54.0,Insufficient Funds,3.0,2026-03-08 05:53,2026-03-08 06:26,Success,No Failure,0
TXN104873,C2366,29563.0,Debit Card,HDFC,0.0,Card Declined,0.0,2026-08-03 17:16,,Success,No Failure,0
TXN104874,C7453,50105.0,UPI,BOB,51.0,Invalid Amount,4.0,2026-03-04 01:41,2026-03-04 01:56,Success,No Failure,0
TXN104875,C7671,79897.0,Net Banking,Canara,54.0,Approved,1.0,2026-04-18 08:17,2026-04-18 08:27,Success,No Failure,0
TXN104876,C7683,30784.0,Debit Card,IndusInd,51.0,Insufficient Funds,3.0,2026-12-09 15:12,2026-12-09 15:53,Pending,Permanent,0
TXN104877,C5539,66747.0,Credit Card,IndusInd,55.0,Approved,2.0,2026-10-16 05:13,2026-10-16 06:02,Success,No Failure,0
TXN104878,C9876,11424.0,Net Banking,PNB,12.0,Card Declined,4.0,2026-08-18 21:34,2026-08-18 21:49,Success,No Failure,0
TXN104879,C3887,25932.0,Net Banking,PNB,8.0,Approved,1.0,2026-07-19 00:58,2026-07-19 01:01,Success,No Failure,0
TXN104880,C5086,65750.0,Debit Card,Axis,96.0,Network Error,1.0,2026-04-12 23:13,2026-04-13 00:10,Success,No Failure,0
TXN104881,C3261,50105.0,Credit Card,ICICI,0.0,Card Declined,2.0,2026-04-19 03:42,2026-04-19 04:18,Success,No Failure,0
TXN104882,C5180,70842.0,Wallet,Canara,8.0,Expired Card,2.0,2026-09-17 10:02,2026-09-17 10:50,Success,No Failure,0
TXN104883,C3841,12183.0,UPI,Yes Bank,8.0,Network Error,0.0,2026-03-22 16:17,,Success,No Failure,0
TXN104884,C7040,36174.0,Debit Card,ICICI,8.0,Invalid Amount,2.0,2026-09-30 00:53,2026-09-30 01:41,Success,No Failure,0
TXN104885,C4560,50105.0,Credit Card,Axis,54.0,Response Timeout,1.0,2026-12-23 10:42,2026-12-23 11:12,Success,No Failure,0
TXN104886,C5758,86477.0,UPI,ICICI,8.0,System Error,1.0,2026-02-02 02:22,2026-02-02 02:45,Failed,Unknown,0
TXN104887,C1626,4165.0,Debit Card,PNB,54.0,Network Error,2.0,2026-06-22 21:05,2026-06-22 21:59,Success,No Failure,0
TXN104888,C6014,75384.0,Wallet,Canara,68.0,Expired Card,0.0,2026-11-16 07:31,,Success,No Failure,0
TXN104889,C2375,56041.0,Net Banking,PNB,96.0,Network Error,3.0,2026-07-29 03:50,2026-07-29 03:59,Success,No Failure,0
TXN104890,C2181,8382.0,Credit Card,Axis,55.0,Response Timeout,3.0,2026-12-04 23:57,2026-12-05 00:45,Success,No Failure,0
TXN104891,C6708,41066.0,Credit Card,Axis,8.0,Expired Card,0.0,2026-10-03 20:56,,Success,No Failure,0
TXN104892,C1490,36676.0,Net Banking,HDFC,96.0,Card Declined,3.0,2026-11-25 05:56,2026-11-25 06:13,Success,No Failure,0
TXN104893,C4729,50911.0,Debit Card,ICICI,0.0,Approved,0.0,2026-01-17 04:38,,Success,No Failure,0
TXN104894,C6974,15862.0,Wallet,Yes Bank,55.0,Invalid Amount,0.0,2026-07-29 15:27,,Success,No Failure,0
TXN104895,C4534,14283.0,UPI,IndusInd,0.0,Card Declined,2.0,2026-05-25 16:46,2026-05-25 17:16,Success,No Failure,0
TXN104896,C4296,4054.0,Wallet,Axis,54.0,Insufficient Funds,2.0,2026-11-19 14:41,2026-11-19 15:11,Success,No Failure,0
TXN104897,C2940,19273.0,Credit Card,PNB,54.0,Network Error,3.0,2026-11-22 05:33,2026-11-22 06:10,Success,No Failure,0
TXN104898,C6014,50105.0,Credit Card,Canara,54.0,Expired Card,0.0,2026-12-02 02:38,,Success,No Failure,0
TXN104899,C2882,30831.0,Wallet,Axis,54.0,Approved,2.0,2026-07-18 23:35,2026-07-19 00:05,Success,No Failure,0
TXN104900,C5908,47469.0,Net Banking,IndusInd,54.0,System Error,4.0,2026-05-01 16:05,2026-05-01 16:33,Success,No Failure,0
TXN104901,C3987,8085.0,Credit Card,Canara,0.0,Response Timeout,2.0,2026-12-22 16:40,2026-12-22 16:43,Success,No Failure,0
TXN104902,C6585,17338.0,Net Banking,IndusInd,68.0,Response Timeout,1.0,2026-11-20 22:18,2026-11-20 22:48,Success,No Failure,0
TXN104903,C4159,57857.0,Credit Card,IndusInd,96.0,Invalid Amount,1.0,2026-04-25 10:42,2026-04-25 11:12,Failed,Temporary,0
TXN104904,C5530,55711.0,Net Banking,BOB,0.0,Insufficient Funds,2.0,2026-04-06 01:23,2026-04-06 01:40,Success,No Failure,0
TXN104905,C1681,17844.0,Net Banking,Canara,8.0,Card Declined,0.0,2026-07-09 15:59,,Failed,Permanent,17844
TXN104906,C6254,15459.0,Wallet,ICICI,51.0,Invalid Amount,1.0,2026-12-24 07:46,2026-12-24 08:16,Success,No Failure,0
TXN104907,C2073,2369.0,UPI,HDFC,8.0,System Error,4.0,2026-08-20 10:32,2026-08-20 11:25,Success,No Failure,0
TXN104908,C3387,50105.0,Net Banking,IndusInd,12.0,Approved,4.0,2026-10-20 07:48,2026-10-20 08:36,Success,No Failure,0
TXN104909,C3693,14050.0,Debit Card,IndusInd,54.0,Invalid Amount,2.0,2026-06-30 21:19,2026-06-30 21:55,Success,No Failure,0
TXN104910,C5340,79063.0,UPI,Canara,68.0,Invalid Amount,4.0,2026-12-09 10:28,2026-12-09 10:48,Success,No Failure,0
TXN104911,C3156,98779.0,Wallet,Canara,96.0,Network Error,3.0,2026-02-06 17:34,2026-02-06 18:04,Success,No Failure,0
TXN104912,C8966,88322.0,Wallet,IndusInd,51.0,Response Timeout,4.0,2026-08-17 17:08,2026-08-17 17:19,Success,No Failure,0
TXN104913,C3580,77590.0,Wallet,PNB,12.0,System Error,1.0,2026-01-05 17:00,2026-01-05 17:48,Success,No Failure,0
TXN104914,C8257,60609.0,Debit Card,HDFC,0.0,Expired Card,4.0,2026-07-31 19:13,2026-07-31 19:56,Success,No Failure,0
TXN104915,C3159,50105.0,Wallet,Axis,51.0,Insufficient Funds,2.0,2026-08-18 15:20,2026-08-18 15:53,Success,No Failure,0
TXN104916,C7772,30583.0,Credit Card,Canara,54.0,Invalid Amount,2.0,2026-03-12 14:04,2026-03-12 14:44,Success,No Failure,0
TXN104917,C2627,9306.0,Wallet,ICICI,96.0,Approved,2.0,2026-04-22 05:47,2026-04-22 06:17,Success,No Failure,0
TXN104918,C9219,35389.0,Credit Card,ICICI,12.0,Expired Card,2.0,2026-09-11 00:37,2026-09-11 01:11,Success,No Failure,0
TXN104919,C8080,53471.0,Debit Card,IndusInd,96.0,Card Declined,4.0,2026-05-13 09:47,2026-05-13 10:17,Success,No Failure,0
TXN104920,C2985,37327.0,UPI,Axis,55.0,Approved,2.0,2026-11-19 03:41,2026-11-19 04:25,Success,No Failure,0
TXN104921,C9488,95763.0,Credit Card,Canara,96.0,Approved,4.0,2026-03-14 08:21,2026-03-14 08:53,Success,No Failure,0
TXN104922,C3181,84390.0,Wallet,Canara,54.0,Approved,2.0,2026-10-21 15:31,2026-10-21 15:36,Success,No Failure,0
TXN104923,C3296,23539.0,UPI,Canara,12.0,Insufficient Funds,2.0,2026-02-26 07:22,2026-02-26 07:52,Success,No Failure,0
TXN104924,C8164,45429.0,Net Banking,IndusInd,8.0,Network Error,3.0,2026-11-16 21:33,2026-11-16 22:31,Failed,Permanent,0
TXN104925,C3597,25646.0,UPI,ICICI,68.0,Insufficient Funds,3.0,2026-09-05 14:41,2026-09-05 15:11,Success,No Failure,0
TXN104926,C1901,50105.0,Net Banking,Axis,0.0,Network Error,0.0,2026-02-27 04:47,,Success,No Failure,0
TXN104927,C7060,13554.0,Credit Card,PNB,55.0,System Error,2.0,2026-09-19 02:16,2026-09-19 02:19,Failed,Temporary,0
TXN104928,C2677,52518.0,Debit Card,HDFC,96.0,Response Timeout,1.0,2026-03-04 12:47,2026-03-04 13:20,Success,No Failure,0
TXN104929,C3881,77891.0,Credit Card,ICICI,54.0,Network Error,1.0,2026-11-22 15:26,2026-11-22 15:33,Success,No Failure,0
TXN104930,C6622,74863.0,Wallet,PNB,0.0,Expired Card,0.0,2026-03-18 15:35,,Success,No Failure,0
TXN104931,C9052,97900.0,Net Banking,BOB,96.0,Card Declined,0.0,2026-04-11 03:20,,Failed,Permanent,97900
TXN104932,C2378,76840.0,Credit Card,PNB,51.0,Expired Card,3.0,2026-05-23 13:19,2026-05-23 13:30,Success,No Failure,0
TXN104933,C2248,50105.0,Debit Card,Axis,51.0,Approved,3.0,2026-08-08 09:05,2026-08-08 09:35,Success,No Failure,0
TXN104934,C6650,47701.0,Credit Card,IndusInd,96.0,Approved,1.0,2026-08-31 18:36,2026-08-31 18:39,Success,No Failure,0
TXN104935,C7079,11296.0,UPI,ICICI,54.0,Approved,1.0,2026-01-03 13:15,2026-01-03 13:29,Success,No Failure,0
TXN104936,C8036,50105.0,Net Banking,Yes Bank,96.0,Approved,1.0,2026-08-03 02:44,2026-08-03 03:27,Success,No Failure,0
TXN104937,C7487,97893.0,Debit Card,Yes Bank,55.0,Approved,2.0,2026-10-15 03:13,2026-10-15 03:43,Success,No Failure,0
TXN104938,C2058,50105.0,UPI,Axis,96.0,Card Declined,1.0,2026-05-10 16:34,2026-05-10 16:39,Success,No Failure,0
TXN104939,C3048,4947.0,Debit Card,HDFC,0.0,Expired Card,2.0,2026-06-18 04:39,2026-06-18 05:09,Success,No Failure,0
TXN104940,C7115,65323.0,Credit Card,Axis,8.0,Approved,0.0,2026-02-27 04:30,,Success,No Failure,0
TXN104941,C5248,5349.0,Net Banking,HDFC,8.0,Card Declined,2.0,2026-01-17 22:45,2026-01-17 23:04,Success,No Failure,0
TXN104942,C3476,88362.0,Debit Card,Canara,12.0,Approved,0.0,2026-05-03 06:40,,Success,No Failure,0
TXN104943,C5603,88825.0,Wallet,BOB,12.0,Approved,3.0,2026-12-25 21:20,2026-12-25 21:38,Success,No Failure,0
TXN104944,C4553,30762.0,UPI,PNB,96.0,Response Timeout,2.0,2026-10-28 00:40,2026-10-28 01:10,Success,No Failure,0
TXN104945,C1220,90471.0,Debit Card,Axis,55.0,Approved,3.0,2026-07-29 07:52,2026-07-29 08:22,Success,No Failure,0
TXN104946,C5818,16189.0,Wallet,HDFC,55.0,System Error,1.0,2026-11-23 05:23,2026-11-23 05:35,Success,No Failure,0
TXN104947,C8192,50844.0,UPI,PNB,8.0,Card Declined,4.0,2026-05-15 07:36,2026-05-15 07:41,Success,No Failure,0
TXN104948,C5623,52158.0,UPI,Canara,51.0,Response Timeout,0.0,2026-08-09 22:45,,Failed,Permanent,52158
TXN104949,C8349,35830.0,Debit Card,Axis,96.0,Expired Card,0.0,2026-01-11 07:57,,Success,No Failure,0
TXN104950,C6618,27514.0,Credit Card,Canara,68.0,Approved,0.0,2026-09-22 00:59,,Success,No Failure,0
TXN104951,C8209,31779.0,Debit Card,HDFC,12.0,System Error,0.0,2026-01-29 09:27,,Success,No Failure,0
TXN104952,C5576,89922.0,UPI,Yes Bank,68.0,Network Error,2.0,2026-05-27 14:54,2026-05-27 15:36,Success,No Failure,0
TXN104953,C2871,1527.0,Credit Card,PNB,0.0,Response Timeout,3.0,2026-07-26 06:45,2026-07-26 07:27,Success,No Failure,0
TXN104954,C8915,45454.0,Debit Card,IndusInd,68.0,Insufficient Funds,4.0,2026-06-17 20:47,2026-06-17 21:12,Success,No Failure,0
TXN104955,C2462,15620.0,Credit Card,Canara,54.0,Response Timeout,0.0,2026-05-31 11:24,,Success,No Failure,0
TXN104956,C6521,6483.0,Credit Card,Axis,12.0,Approved,1.0,2026-07-25 14:52,2026-07-25 15:22,Success,No Failure,0
TXN104957,C9536,50105.0,Net Banking,Canara,96.0,System Error,2.0,2026-04-27 16:53,2026-04-27 17:33,Success,No Failure,0
TXN104958,C9236,48379.0,Net Banking,BOB,0.0,Invalid Amount,4.0,2026-03-05 12:27,2026-03-05 12:40,Success,No Failure,0
TXN104959,C8813,17064.0,Credit Card,Yes Bank,54.0,Approved,4.0,2026-10-24 21:13,2026-10-24 21:35,Success,No Failure,0
TXN104960,C3068,21026.0,Wallet,ICICI,8.0,Card Declined,3.0,2026-09-12 10:18,2026-09-12 10:21,Success,No Failure,0
TXN104961,C6753,87149.0,Credit Card,Axis,51.0,Card Declined,2.0,2026-06-14 00:29,2026-06-14 00:35,Success,No Failure,0
TXN104962,C8237,90449.0,Credit Card,Axis,68.0,Insufficient Funds,1.0,2026-08-18 03:41,2026-08-18 03:51,Success,No Failure,0
TXN104963,C8016,96158.0,UPI,PNB,55.0,Response Timeout,1.0,2026-03-05 03:16,2026-03-05 03:46,Success,No Failure,0
TXN104964,C7191,53284.0,Net Banking,Yes Bank,55.0,System Error,4.0,2026-09-30 20:04,2026-09-30 20:10,Success,No Failure,0
TXN104965,C2514,18446.0,Net Banking,HDFC,51.0,Network Error,4.0,2026-10-12 22:46,2026-10-12 22:48,Pending,Permanent,0
TXN104966,C3598,29904.0,Credit Card,HDFC,8.0,Response Timeout,1.0,2026-09-05 07:00,2026-09-05 07:46,Success,No Failure,0
TXN104967,C2001,17901.0,Net Banking,HDFC,12.0,System Error,2.0,2026-09-20 16:57,2026-09-20 17:33,Success,No Failure,0
TXN104968,C2033,64872.0,Wallet,HDFC,0.0,Card Declined,1.0,2026-05-05 09:41,2026-05-05 10:39,Success,No Failure,0
TXN104969,C7899,88518.0,UPI,Yes Bank,51.0,Insufficient Funds,4.0,2026-01-16 14:31,2026-01-16 14:43,Success,No Failure,0
TXN104970,C9465,86004.0,Credit Card,BOB,51.0,Approved,2.0,2026-11-26 05:34,2026-11-26 06:15,Success,No Failure,0
TXN104971,C6051,76523.0,Net Banking,Axis,8.0,Approved,0.0,2026-09-25 13:42,,Failed,Temporary,0
TXN104972,C5476,82323.0,Wallet,Yes Bank,96.0,Insufficient Funds,2.0,2026-03-13 10:18,2026-03-13 10:46,Success,No Failure,0
TXN104973,C1478,42959.0,Net Banking,Axis,55.0,Insufficient Funds,4.0,2026-12-28 06:25,2026-12-28 06:36,Success,No Failure,0
TXN104974,C1515,50105.0,Wallet,Canara,51.0,Invalid Amount,2.0,2026-05-24 07:13,2026-05-24 07:44,Success,No Failure,0
TXN104975,C2191,52016.0,Net Banking,IndusInd,55.0,Insufficient Funds,2.0,2026-03-25 17:35,2026-03-25 17:48,Success,No Failure,0
TXN104976,C7297,97868.0,Debit Card,BOB,0.0,Network Error,2.0,2026-04-25 22:11,2026-04-25 22:22,Success,No Failure,0
TXN104977,C1271,82545.0,UPI,IndusInd,54.0,Expired Card,3.0,2026-04-05 22:45,2026-04-05 23:33,Success,No Failure,0
TXN104978,C9334,50105.0,Net Banking,Yes Bank,54.0,Card Declined,0.0,2026-02-08 21:18,,Pending,Permanent,0
TXN104979,C8778,26289.0,Debit Card,PNB,54.0,System Error,4.0,2026-10-22 09:47,2026-10-22 10:17,Success,No Failure,0
TXN104980,C7008,89123.0,Credit Card,Yes Bank,8.0,Approved,0.0,2026-02-12 22:14,,Success,No Failure,0
TXN104981,C8987,33964.0,Debit Card,PNB,51.0,Card Declined,2.0,2026-01-10 15:17,2026-01-10 15:47,Success,No Failure,0
TXN104982,C4332,42494.0,Credit Card,IndusInd,54.0,Response Timeout,1.0,2026-07-18 19:44,2026-07-18 20:02,Success,No Failure,0
TXN104983,C1787,91623.0,Debit Card,ICICI,54.0,Approved,0.0,2026-02-17 17:12,,Success,No Failure,0
TXN104984,C7222,50105.0,Wallet,Canara,51.0,Invalid Amount,4.0,2026-04-16 13:49,2026-04-16 14:20,Success,No Failure,0
TXN104985,C1622,50105.0,Debit Card,PNB,55.0,Invalid Amount,2.0,2026-12-25 08:01,2026-12-25 08:31,Failed,Unknown,0
TXN104986,C4841,50105.0,Debit Card,ICICI,0.0,Approved,4.0,2026-07-08 05:34,2026-07-08 06:12,Success,No Failure,0
TXN104987,C4676,28886.0,Debit Card,Axis,55.0,Expired Card,3.0,2026-08-22 03:02,2026-08-22 03:32,Success,No Failure,0
TXN104988,C3572,95335.0,Net Banking,PNB,0.0,Card Declined,3.0,2026-02-26 10:22,2026-02-26 10:41,Success,No Failure,0
TXN104989,C7915,34256.0,Debit Card,PNB,12.0,Response Timeout,2.0,2026-11-01 05:35,2026-11-01 06:05,Success,No Failure,0
TXN104990,C6033,84248.0,Credit Card,Axis,96.0,System Error,2.0,2026-07-17 21:08,2026-07-17 21:28,Success,No Failure,0
TXN104991,C8788,49539.0,Debit Card,Canara,0.0,Expired Card,2.0,2026-04-28 10:19,2026-04-28 10:49,Success,No Failure,0
TXN104992,C6214,50105.0,Debit Card,IndusInd,55.0,Network Error,2.0,2026-07-20 03:50,2026-07-20 04:20,Success,No Failure,0
TXN104993,C5712,27581.0,UPI,IndusInd,96.0,Approved,0.0,2026-11-27 00:23,,Success,No Failure,0
TXN104994,C1066,3505.0,Net Banking,ICICI,54.0,Insufficient Funds,3.0,2026-04-26 04:33,2026-04-26 05:07,Pending,Permanent,0
TXN104995,C8533,33196.0,UPI,Axis,0.0,Insufficient Funds,1.0,2026-09-03 11:15,2026-09-03 11:53,Success,No Failure,0
TXN104996,C5616,50105.0,Wallet,HDFC,55.0,Response Timeout,4.0,2026-06-07 10:31,2026-06-07 11:27,Success,No Failure,0
TXN104997,C2140,576.0,Credit Card,IndusInd,8.0,Expired Card,3.0,2026-09-10 08:26,2026-09-10 08:29,Success,No Failure,0
TXN104998,C6730,50105.0,UPI,ICICI,8.0,Approved,0.0,2026-03-21 06:41,,Success,No Failure,0
TXN104999,C8465,62031.0,Debit Card,Axis,55.0,Invalid Amount,3.0,2026-08-13 21:16,2026-08-13 22:08,Success,No Failure,0
TXN105000,C5471,95173.0,Wallet,BOB,0.0,Response Timeout,0.0,2026-05-02 23:39,,Success,No Failure,0
TXN105001,C4339,12362.0,Credit Card,BOB,8.0,Card Declined,3.0,2026-01-09 21:41,2026-01-09 22:34,Success,No Failure,0
TXN105002,C1548,22288.0,Wallet,ICICI,51.0,Approved,2.0,2026-11-28 23:25,2026-11-28 23:55,Success,No Failure,0
TXN105003,C8675,69904.0,UPI,IndusInd,8.0,Approved,2.0,2026-05-18 11:37,2026-05-18 12:18,Success,No Failure,0
TXN105004,C9264,50105.0,Wallet,ICICI,12.0,Network Error,0.0,2026-01-28 18:37,,Failed,Temporary,0
TXN105005,C1198,8299.0,UPI,Axis,54.0,Expired Card,0.0,2026-11-21 17:07,,Success,No Failure,0
TXN105006,C1571,45647.0,UPI,Axis,96.0,Approved,1.0,2026-05-05 06:11,2026-05-05 06:16,Success,No Failure,0
TXN105007,C1790,9114.0,UPI,Yes Bank,12.0,Invalid Amount,1.0,2026-06-03 15:54,2026-06-03 16:32,Success,No Failure,0
TXN105008,C2174,21414.0,UPI,PNB,8.0,Approved,4.0,2026-02-11 17:38,2026-02-11 18:08,Failed,Unknown,0
TXN105009,C1178,50105.0,Wallet,HDFC,12.0,Expired Card,2.0,2026-04-02 00:07,2026-04-02 00:37,Success,No Failure,0
TXN105010,C3244,58311.0,Debit Card,Axis,51.0,Insufficient Funds,3.0,2026-12-10 15:38,2026-12-10 16:17,Success,No Failure,0
TXN105011,C5086,50105.0,Net Banking,Axis,54.0,Response Timeout,1.0,2026-10-13 10:26,2026-10-13 10:56,Failed,Unknown,0
TXN105012,C1734,56005.0,Wallet,BOB,96.0,Response Timeout,4.0,2026-11-30 00:15,2026-11-30 00:29,Success,No Failure,0
TXN105013,C7232,646.0,Net Banking,ICICI,8.0,Insufficient Funds,1.0,2026-12-12 18:59,2026-12-12 19:57,Success,No Failure,0
TXN105014,C1798,16477.0,UPI,Axis,12.0,Card Declined,1.0,2026-08-27 01:46,2026-08-27 02:29,Success,No Failure,0
TXN105015,C8601,34445.0,Credit Card,Yes Bank,0.0,System Error,3.0,2026-11-04 04:37,2026-11-04 04:59,Success,No Failure,0
TXN105016,C9979,3094.0,Wallet,Axis,54.0,Card Declined,0.0,2026-02-27 06:35,,Failed,Permanent,3094
TXN105017,C3795,27931.0,Debit Card,Yes Bank,55.0,Network Error,3.0,2026-07-10 04:09,2026-07-10 04:15,Pending,Permanent,0
TXN105018,C5588,88697.0,Credit Card,PNB,12.0,Card Declined,3.0,2026-04-19 06:54,2026-04-19 07:44,Success,No Failure,0
TXN105019,C8297,66471.0,Wallet,BOB,96.0,Card Declined,4.0,2026-12-31 17:55,2026-12-31 18:24,Success,No Failure,0
TXN105020,C4084,44437.0,Wallet,Yes Bank,0.0,Insufficient Funds,0.0,2026-02-06 15:00,,Success,No Failure,0
TXN105021,C1731,82554.0,Debit Card,IndusInd,55.0,Response Timeout,4.0,2026-02-08 09:42,2026-02-08 10:12,Failed,Permanent,82554
TXN105022,C2129,60551.0,Net Banking,Axis,8.0,Response Timeout,4.0,2026-12-14 02:55,2026-12-14 03:29,Success,No Failure,0
TXN105023,C2605,77490.0,Debit Card,Canara,68.0,Invalid Amount,2.0,2026-02-14 00:28,2026-02-14 00:54,Pending,Permanent,0
TXN105024,C3933,97809.0,Credit Card,Axis,96.0,System Error,4.0,2026-05-03 09:33,2026-05-03 10:03,Success,No Failure,0
TXN105025,C9516,76268.0,Wallet,HDFC,0.0,Insufficient Funds,2.0,2026-01-30 00:27,2026-01-30 01:18,Failed,Permanent,76268
TXN105026,C6074,26068.0,Credit Card,IndusInd,12.0,Expired Card,3.0,2026-06-14 23:09,2026-06-14 23:52,Success,No Failure,0
TXN105027,C8099,90249.0,Net Banking,HDFC,96.0,Expired Card,2.0,2026-04-01 21:11,2026-04-01 21:41,Success,No Failure,0
TXN105028,C2490,36016.0,Debit Card,ICICI,54.0,Expired Card,1.0,2026-10-28 03:39,2026-10-28 04:09,Success,No Failure,0
TXN105029,C1893,50105.0,Wallet,Canara,51.0,Network Error,0.0,2026-10-09 15:53,,Pending,Permanent,0
TXN105030,C2390,68697.0,Net Banking,Axis,54.0,Invalid Amount,3.0,2026-09-23 21:04,2026-09-23 21:13,Success,No Failure,0
TXN105031,C4389,88795.0,Wallet,Axis,68.0,Response Timeout,3.0,2026-11-16 23:28,2026-11-17 00:00,Success,No Failure,0
TXN105032,C5239,39375.0,Wallet,Axis,12.0,System Error,2.0,2026-08-15 13:04,2026-08-15 13:34,Failed,Temporary,0
TXN105033,C5479,97000.0,UPI,Axis,8.0,Invalid Amount,0.0,2026-10-11 08:27,,Failed,Unknown,0
TXN105034,C3263,88921.0,Net Banking,Yes Bank,54.0,Card Declined,0.0,2026-08-18 05:45,,Success,No Failure,0
TXN105035,C4432,50105.0,Net Banking,IndusInd,96.0,Response Timeout,1.0,2026-04-15 23:47,2026-04-16 00:37,Success,No Failure,0
TXN105036,C3371,74246.0,Net Banking,BOB,55.0,Response Timeout,1.0,2026-06-27 13:25,2026-06-27 14:11,Success,No Failure,0
TXN105037,C5312,4578.0,Wallet,IndusInd,54.0,Expired Card,0.0,2026-05-17 13:20,,Failed,Temporary,0
TXN105038,C2515,29850.0,Wallet,ICICI,54.0,Approved,3.0,2026-05-19 13:32,2026-05-19 13:58,Success,No Failure,0
TXN105039,C7326,33632.0,Credit Card,Axis,68.0,Approved,2.0,2026-06-17 06:48,2026-06-17 07:18,Success,No Failure,0
TXN105040,C8088,14146.0,Net Banking,PNB,54.0,Expired Card,2.0,2026-04-26 07:23,2026-04-26 07:49,Success,No Failure,0
