Customer_ID,Customer_Name,Customer_Segment,Customer_Age,Account_Created_Time
C8129,Customer C8129,Bronze,63,2025-01-01
C6021,Customer C6021,Silver,69,2025-01-01
C3387,Customer C3387,Silver,71,2025-01-01
C7582,Customer C7582,Bronze,28,2025-01-01
C6866,Customer C6866,Bronze,23,2025-01-01
C1975,Customer C1975,Bronze,38,2025-01-01
C8212,Customer C8212,Bronze,50,2025-01-01
C2262,Customer C2262,Bronze,36,2025-01-01
C8382,Customer C8382,Silver,56,2025-01-01
C7231,Customer C7231,Bronze,41,2025-01-01
C3259,Customer C3259,Bronze,52,2025-01-01
C2257,Customer C2257,Silver,69,2025-01-01
C1464,Customer C1464,Silver,60,2025-01-01
C7774,Customer C7774,Gold,54,2025-01-01
C8431,Customer C8431,Silver,36,2025-01-01
C4805,Customer C4805,Gold,70,2025-01-01
C4856,Customer C4856,Silver,73,2025-01-01
C4135,Customer C4135,Bronze,51,2025-01-01
C7953,Customer C7953,Bronze,39,2025-01-01
C7034,Customer C7034,Bronze,21,2025-01-01
C2546,Customer C2546,Bronze,27,2025-01-01
C7065,Customer C7065,Silver,19,2025-01-01
C2094,Customer C2094,Gold,25,2025-01-01
C3617,Customer C3617,Bronze,55,2025-01-01
C5145,Customer C5145,Gold,60,2025-01-01
C3775,Customer C3775,Bronze,45,2025-01-01
C8972,Customer C8972,Silver,27,2025-01-01
C9775,Customer C9775,Bronze,62,2025-01-01
C5331,Customer C5331,Silver,18,2025-01-01
C2942,Customer C2942,Bronze,51,2025-01-01
C7026,Customer C7026,Silver,20,2025-01-01
C9301,Customer C9301,Bronze,26,2025-01-01
C1191,Customer C1191,Bronze,22,2025-01-01
C1861,Customer C1861,Bronze,59,2025-01-01
C7711,Customer C7711,Bronze,27,2025-01-01
C1649,Customer C1649,Gold,29,2025-01-01
C5134,Customer C5134,Silver,35,2025-01-01
C9828,Customer C9828,Bronze,38,2025-01-01
C2036,Customer C2036,Bronze,38,2025-01-01
C5131,Customer C5131,Bronze,18,2025-01-01
C3148,Customer C3148,Silver,20,2025-01-01
C6457,Customer C6457,Silver,22,2025-01-01
C2879,Customer C2879,Bronze,42,2025-01-01
C8542,Customer C8542,Silver,66,2025-01-01
C2289,Customer C2289,Silver,25,2025-01-01
C4199,Customer C4199,Gold,34,2025-01-01
C8522,Customer C8522,Gold,26,2025-01-01
C4183,Customer C4183,Silver,49,2025-01-01
C6462,Customer C6462,Silver,23,2025-01-01
C4136,Customer C4136,Bronze,66,2025-01-01
C5920,Customer C5920,Silver,57,2025-01-01
C7324,Customer C7324,Bronze,38,2025-01-01
C9417,Customer C9417,Bronze,24,2025-01-01
C1776,Customer C1776,Bronze,24,2025-01-01
C6067,Customer C6067,Silver,64,2025-01-01
C6518,Customer C6518,Bronze,56,2025-01-01
C3153,Customer C3153,Bronze,71,2025-01-01
C7094,Customer C7094,Bronze,44,2025-01-01
C7974,Customer C7974,Bronze,25,2025-01-01
C5774,Customer C5774,Bronze,26,2025-01-01
C8692,Customer C8692,Silver,45,2025-01-01
C4103,Customer C4103,Silver,32,2025-01-01
C3440,Customer C3440,Bronze,19,2025-01-01
C6201,Customer C6201,Silver,24,2025-01-01
C1844,Customer C1844,Silver,64,2025-01-01
C1446,Customer C1446,Bronze,35,2025-01-01
C2234,Customer C2234,Gold,67,2025-01-01
C7587,Customer C7587,Bronze,27,2025-01-01
C8185,Customer C8185,Bronze,71,2025-01-01
C6558,Customer C6558,Gold,67,2025-01-01
C6509,Customer C6509,Bronze,24,2025-01-01
C6074,Customer C6074,Bronze,20,2025-01-01
C2881,Customer C2881,Bronze,31,2025-01-01
C2630,Customer C2630,Silver,61,2025-01-01
C5405,Customer C5405,Bronze,63,2025-01-01
C2574,Customer C2574,Bronze,53,2025-01-01
C2695,Customer C2695,Silver,30,2025-01-01
C2445,Customer C2445,Bronze,33,2025-01-01
C7263,Customer C7263,Bronze,33,2025-01-01
C1052,Customer C1052,Bronze,71,2025-01-01
C6570,Customer C6570,Silver,22,2025-01-01
C8579,Customer C8579,Bronze,69,2025-01-01
C9263,Customer C9263,Bronze,55,2025-01-01
C5482,Customer C5482,Bronze,67,2025-01-01
C8243,Customer C8243,Bronze,55,2025-01-01
C6918,Customer C6918,Silver,56,2025-01-01
C1348,Customer C1348,Bronze,73,2025-01-01
C1307,Customer C1307,Silver,73,2025-01-01
C4416,Customer C4416,Bronze,65,2025-01-01
C4558,Customer C4558,Gold,58,2025-01-01
C7531,Customer C7531,Silver,43,2025-01-01
C5620,Customer C5620,Silver,30,2025-01-01
C3985,Customer C3985,Bronze,61,2025-01-01
C4968,Customer C4968,Bronze,43,2025-01-01
C2996,Customer C2996,Gold,72,2025-01-01
C4129,Customer C4129,Bronze,72,2025-01-01
C6447,Customer C6447,Silver,18,2025-01-01
C7129,Customer C7129,Silver,25,2025-01-01
C6850,Customer C6850,Bronze,21,2025-01-01
C5204,Customer C5204,Silver,38,2025-01-01
C9102,Customer C9102,Silver,68,2025-01-01
C9347,Customer C9347,Bronze,70,2025-01-01
C1886,Customer C1886,Bronze,54,2025-01-01
C1721,Customer C1721,Bronze,66,2025-01-01
C8678,Customer C8678,Silver,20,2025-01-01
C4357,Customer C4357,Silver,36,2025-01-01
C1870,Customer C1870,Bronze,18,2025-01-01
C7751,Customer C7751,Gold,46,2025-01-01
C1497,Customer C1497,Bronze,40,2025-01-01
C2756,Customer C2756,Silver,50,2025-01-01
C7992,Customer C7992,Silver,69,2025-01-01
C1142,Customer C1142,Silver,58,2025-01-01
C4435,Customer C4435,Bronze,40,2025-01-01
C7622,Customer C7622,Bronze,22,2025-01-01
C5512,Customer C5512,Silver,24,2025-01-01
C2848,Customer C2848,Bronze,74,2025-01-01
C3696,Customer C3696,Bronze,23,2025-01-01
C2717,Customer C2717,Silver,66,2025-01-01
C4791,Customer C4791,Bronze,39,2025-01-01
C4871,Customer C4871,Gold,66,2025-01-01
C2806,Customer C2806,Silver,30,2025-01-01
C2504,Customer C2504,Silver,29,2025-01-01
C4308,Customer C4308,Silver,21,2025-01-01
C6048,Customer C6048,Silver,25,2025-01-01
C2690,Customer C2690,Silver,54,2025-01-01
C4303,Customer C4303,Silver,48,2025-01-01
C8850,Customer C8850,Silver,62,2025-01-01
C4924,Customer C4924,Silver,43,2025-01-01
C9615,Customer C9615,Bronze,60,2025-01-01
C5485,Customer C5485,Bronze,25,2025-01-01
C6831,Customer C6831,Silver,57,2025-01-01
C5322,Customer C5322,Bronze,50,2025-01-01
C8282,Customer C8282,Gold,62,2025-01-01
C2874,Customer C2874,Gold,46,2025-01-01
C5763,Customer C5763,Bronze,22,2025-01-01
C9464,Customer C9464,Silver,45,2025-01-01
C2051,Customer C2051,Bronze,70,2025-01-01
C8538,Customer C8538,Silver,57,2025-01-01
C8411,Customer C8411,Bronze,34,2025-01-01
C4359,Customer C4359,Silver,72,2025-01-01
C2251,Customer C2251,Bronze,62,2025-01-01
C7226,Customer C7226,Bronze,26,2025-01-01
C6869,Customer C6869,Bronze,19,2025-01-01
C9039,Customer C9039,Bronze,49,2025-01-01
C5891,Customer C5891,Bronze,68,2025-01-01
C5992,Customer C5992,Bronze,69,2025-01-01
C2961,Customer C2961,Silver,66,2025-01-01
C5567,Customer C5567,Silver,24,2025-01-01
C7513,Customer C7513,Gold,47,2025-01-01
C1183,Customer C1183,Bronze,20,2025-01-01
C8755,Customer C8755,Bronze,68,2025-01-01
C4358,Customer C4358,Bronze,68,2025-01-01
C7615,Customer C7615,Silver,73,2025-01-01
C7797,Customer C7797,Gold,26,2025-01-01
C9728,Customer C9728,Bronze,27,2025-01-01
C6698,Customer C6698,Bronze,63,2025-01-01
C2273,Customer C2273,Bronze,67,2025-01-01
C7653,Customer C7653,Silver,64,2025-01-01
C2096,Customer C2096,Silver,43,2025-01-01
C6314,Customer C6314,Bronze,47,2025-01-01
C2186,Customer C2186,Silver,74,2025-01-01
C3398,Customer C3398,Silver,55,2025-01-01
C7995,Customer C7995,Bronze,32,2025-01-01
C8299,Customer C8299,Silver,42,2025-01-01
C5182,Customer C5182,Bronze,23,2025-01-01
C1128,Customer C1128,Silver,35,2025-01-01
C5765,Customer C5765,Silver,18,2025-01-01
C8545,Customer C8545,Bronze,73,2025-01-01
C1627,Customer C1627,Bronze,20,2025-01-01
C3341,Customer C3341,Silver,34,2025-01-01
C6884,Customer C6884,Bronze,65,2025-01-01
C9185,Customer C9185,Silver,25,2025-01-01
C3925,Customer C3925,Silver,66,2025-01-01
C8279,Customer C8279,Silver,57,2025-01-01
C2987,Customer C2987,Bronze,34,2025-01-01
C9721,Customer C9721,Silver,58,2025-01-01
C5059,Customer C5059,Bronze,29,2025-01-01
C9383,Customer C9383,Silver,46,2025-01-01
C8347,Customer C8347,Silver,42,2025-01-01
C2008,Customer C2008,Bronze,68,2025-01-01
C4783,Customer C4783,Silver,53,2025-01-01
C7646,Customer C7646,Bronze,70,2025-01-01
C5298,Customer C5298,Bronze,71,2025-01-01
C5668,Customer C5668,Gold,42,2025-01-01
C3052,Customer C3052,Gold,46,2025-01-01
C7009,Customer C7009,Bronze,28,2025-01-01
C2716,Customer C2716,Gold,21,2025-01-01
C1310,Customer C1310,Bronze,31,2025-01-01
C2260,Customer C2260,Bronze,63,2025-01-01
C4932,Customer C4932,Bronze,55,2025-01-01
C1584,Customer C1584,Gold,34,2025-01-01
C6898,Customer C6898,Bronze,19,2025-01-01
C5939,Customer C5939,Bronze,25,2025-01-01
C5006,Customer C5006,Bronze,53,2025-01-01
C1890,Customer C1890,Silver,27,2025-01-01
C8036,Customer C8036,Bronze,24,2025-01-01
C4961,Customer C4961,Bronze,53,2025-01-01
C9806,Customer C9806,Bronze,33,2025-01-01
C4806,Customer C4806,Silver,31,2025-01-01
C7100,Customer C7100,Silver,33,2025-01-01
C2719,Customer C2719,Bronze,42,2025-01-01
C7686,Customer C7686,Silver,58,2025-01-01
C2587,Customer C2587,Bronze,21,2025-01-01
C1896,Customer C1896,Silver,46,2025-01-01
C5647,Customer C5647,Bronze,23,2025-01-01
C6454,Customer C6454,Silver,56,2025-01-01
C9869,Customer C9869,Silver,18,2025-01-01
C3028,Customer C3028,Bronze,68,2025-01-01
C7845,Customer C7845,Silver,57,2025-01-01
C4758,Customer C4758,Bronze,74,2025-01-01
C1589,Customer C1589,Bronze,20,2025-01-01
C3821,Customer C3821,Bronze,18,2025-01-01
C1071,Customer C1071,Silver,18,2025-01-01
C4580,Customer C4580,Silver,56,2025-01-01
C1268,Customer C1268,Bronze,62,2025-01-01
C3462,Customer C3462,Bronze,47,2025-01-01
C8384,Customer C8384,Bronze,49,2025-01-01
C7169,Customer C7169,Bronze,50,2025-01-01
C1985,Customer C1985,Bronze,65,2025-01-01
C7289,Customer C7289,Bronze,39,2025-01-01
C6368,Customer C6368,Bronze,47,2025-01-01
C8566,Customer C8566,Bronze,71,2025-01-01
C8658,Customer C8658,Bronze,63,2025-01-01
C2003,Customer C2003,Bronze,21,2025-01-01
C9095,Customer C9095,Silver,40,2025-01-01
C7524,Customer C7524,Bronze,72,2025-01-01
C2073,Customer C2073,Silver,61,2025-01-01
C3402,Customer C3402,Bronze,42,2025-01-01
C2956,Customer C2956,Bronze,29,2025-01-01
C8023,Customer C8023,Bronze,34,2025-01-01
C4907,Customer C4907,Bronze,70,2025-01-01
C1807,Customer C1807,Bronze,32,2025-01-01
C5827,Customer C5827,Gold,27,2025-01-01
C3284,Customer C3284,Bronze,52,2025-01-01
C6313,Customer C6313,Bronze,72,2025-01-01
C1757,Customer C1757,Silver,69,2025-01-01
C1961,Customer C1961,Bronze,69,2025-01-01
C4847,Customer C4847,Silver,46,2025-01-01
C7726,Customer C7726,Bronze,29,2025-01-01
C4575,Customer C4575,Gold,18,2025-01-01
C3418,Customer C3418,Bronze,18,2025-01-01
C2001,Customer C2001,Silver,35,2025-01-01
C6244,Customer C6244,Bronze,64,2025-01-01
C5066,Customer C5066,Bronze,19,2025-01-01
C3845,Customer C3845,Silver,66,2025-01-01
C9849,Customer C9849,Bronze,25,2025-01-01
C6316,Customer C6316,Bronze,39,2025-01-01
C1422,Customer C1422,Silver,39,2025-01-01
C7715,Customer C7715,Bronze,43,2025-01-01
C5266,Customer C5266,Silver,43,2025-01-01
C8549,Customer C8549,Gold,26,2025-01-01
C3710,Customer C3710,Bronze,38,2025-01-01
C9644,Customer C9644,Bronze,48,2025-01-01
C9069,Customer C9069,Bronze,69,2025-01-01
C2657,Customer C2657,Bronze,60,2025-01-01
C4164,Customer C4164,Gold,23,2025-01-01
C3053,Customer C3053,Bronze,73,2025-01-01
C9479,Customer C9479,Bronze,31,2025-01-01
C6737,Customer C6737,Silver,50,2025-01-01
C4217,Customer C4217,Silver,24,2025-01-01
C1607,Customer C1607,Bronze,41,2025-01-01
C2764,Customer C2764,Bronze,26,2025-01-01
C3671,Customer C3671,Silver,28,2025-01-01
C4962,Customer C4962,Gold,73,2025-01-01
C5906,Customer C5906,Silver,40,2025-01-01
C1808,Customer C1808,Bronze,65,2025-01-01
C1725,Customer C1725,Bronze,68,2025-01-01
C2216,Customer C2216,Bronze,32,2025-01-01
C5051,Customer C5051,Gold,52,2025-01-01
C3197,Customer C3197,Silver,53,2025-01-01
C9970,Customer C9970,Gold,69,2025-01-01
C3123,Customer C3123,Bronze,71,2025-01-01
C9790,Customer C9790,Silver,45,2025-01-01
C2814,Customer C2814,Silver,56,2025-01-01
C2106,Customer C2106,Silver,61,2025-01-01
C1124,Customer C1124,Bronze,21,2025-01-01
C4246,Customer C4246,Bronze,27,2025-01-01
C3971,Customer C3971,Silver,23,2025-01-01
C3017,Customer C3017,Bronze,74,2025-01-01
C3415,Customer C3415,Gold,47,2025-01-01
C4096,Customer C4096,Bronze,71,2025-01-01
C2609,Customer C2609,Silver,63,2025-01-01
C8905,Customer C8905,Silver,66,2025-01-01
C2620,Customer C2620,Bronze,60,2025-01-01
C8381,Customer C8381,Gold,27,2025-01-01
C3941,Customer C3941,Silver,70,2025-01-01
C6695,Customer C6695,Bronze,49,2025-01-01
C9975,Customer C9975,Silver,59,2025-01-01
C9432,Customer C9432,Bronze,59,2025-01-01
C6874,Customer C6874,Bronze,20,2025-01-01
C2553,Customer C2553,Bronze,73,2025-01-01
C5586,Customer C5586,Silver,43,2025-01-01
C9622,Customer C9622,Bronze,32,2025-01-01
C7447,Customer C7447,Bronze,44,2025-01-01
C3345,Customer C3345,Bronze,35,2025-01-01
C1075,Customer C1075,Gold,68,2025-01-01
C7785,Customer C7785,Silver,36,2025-01-01
C5922,Customer C5922,Gold,29,2025-01-01
C9090,Customer C9090,Bronze,41,2025-01-01
C5686,Customer C5686,Bronze,22,2025-01-01
C2902,Customer C2902,Silver,41,2025-01-01
C8143,Customer C8143,Silver,44,2025-01-01
C3059,Customer C3059,Bronze,65,2025-01-01
C2789,Customer C2789,Bronze,47,2025-01-01
C5471,Customer C5471,Silver,32,2025-01-01
C6956,Customer C6956,Bronze,64,2025-01-01
C3851,Customer C3851,Silver,55,2025-01-01
C3843,Customer C3843,Bronze,61,2025-01-01
C7543,Customer C7543,Bronze,51,2025-01-01
C1969,Customer C1969,Gold,44,2025-01-01
C4195,Customer C4195,Bronze,37,2025-01-01
C2404,Customer C2404,Bronze,58,2025-01-01
C7940,Customer C7940,Silver,49,2025-01-01
C4982,Customer C4982,Bronze,21,2025-01-01
C6555,Customer C6555,Bronze,22,2025-01-01
C8954,Customer C8954,Silver,70,2025-01-01
C4092,Customer C4092,Bronze,25,2025-01-01
C5159,Customer C5159,Bronze,39,2025-01-01
C7308,Customer C7308,Bronze,59,2025-01-01
C8478,Customer C8478,Bronze,24,2025-01-01
C4969,Customer C4969,Silver,39,2025-01-01
C3965,Customer C3965,Silver,63,2025-01-01
C5319,Customer C5319,Bronze,47,2025-01-01
C8108,Customer C8108,Silver,54,2025-01-01
C4939,Customer C4939,Gold,33,2025-01-01
C1044,Customer C1044,Bronze,32,2025-01-01
C2909,Customer C2909,Silver,22,2025-01-01
C7364,Customer C7364,Bronze,20,2025-01-01
C1691,Customer C1691,Silver,40,2025-01-01
C1931,Customer C1931,Gold,27,2025-01-01
C8910,Customer C8910,Bronze,22,2025-01-01
C7382,Customer C7382,Bronze,40,2025-01-01
C9339,Customer C9339,Bronze,32,2025-01-01
C2032,Customer C2032,Bronze,35,2025-01-01
C2311,Customer C2311,Bronze,42,2025-01-01
C9579,Customer C9579,Silver,25,2025-01-01
C4121,Customer C4121,Bronze,48,2025-01-01
C7781,Customer C7781,Bronze,38,2025-01-01
C2859,Customer C2859,Silver,19,2025-01-01
C9681,Customer C9681,Silver,40,2025-01-01
C6308,Customer C6308,Bronze,49,2025-01-01
C1287,Customer C1287,Bronze,25,2025-01-01
C6953,Customer C6953,Bronze,21,2025-01-01
C2161,Customer C2161,Silver,47,2025-01-01
C1129,Customer C1129,Bronze,36,2025-01-01
C3363,Customer C3363,Silver,40,2025-01-01
C9151,Customer C9151,Silver,35,2025-01-01
C6983,Customer C6983,Bronze,70,2025-01-01
C1143,Customer C1143,Silver,46,2025-01-01
C9207,Customer C9207,Bronze,40,2025-01-01
C1244,Customer C1244,Bronze,69,2025-01-01
C1926,Customer C1926,Silver,64,2025-01-01
C9532,Customer C9532,Bronze,35,2025-01-01
C3654,Customer C3654,Bronze,61,2025-01-01
C2371,Customer C2371,Bronze,50,2025-01-01
C8135,Customer C8135,Bronze,24,2025-01-01
C1320,Customer C1320,Bronze,68,2025-01-01
C6300,Customer C6300,Silver,45,2025-01-01
C7761,Customer C7761,Silver,18,2025-01-01
C7854,Customer C7854,Bronze,73,2025-01-01
C6505,Customer C6505,Bronze,56,2025-01-01
C7553,Customer C7553,Bronze,51,2025-01-01
C5042,Customer C5042,Bronze,56,2025-01-01
C8498,Customer C8498,Bronze,36,2025-01-01
C7636,Customer C7636,Bronze,48,2025-01-01
C1194,Customer C1194,Bronze,74,2025-01-01
C3537,Customer C3537,Gold,41,2025-01-01
C3842,Customer C3842,Bronze,22,2025-01-01
C3229,Customer C3229,Bronze,40,2025-01-01
C3077,Customer C3077,Silver,36,2025-01-01
C9635,Customer C9635,Silver,18,2025-01-01
C1297,Customer C1297,Bronze,50,2025-01-01
C6856,Customer C6856,Silver,67,2025-01-01
C2384,Customer C2384,Silver,73,2025-01-01
C9745,Customer C9745,Bronze,50,2025-01-01
C3350,Customer C3350,Bronze,49,2025-01-01
C2269,Customer C2269,Bronze,45,2025-01-01
C9376,Customer C9376,Bronze,54,2025-01-01
C5563,Customer C5563,Bronze,58,2025-01-01
C7897,Customer C7897,Silver,29,2025-01-01
C6593,Customer C6593,Bronze,26,2025-01-01
C5683,Customer C5683,Bronze,67,2025-01-01
C9713,Customer C9713,Bronze,72,2025-01-01
C4809,Customer C4809,Bronze,28,2025-01-01
C6807,Customer C6807,Silver,50,2025-01-01
C5883,Customer C5883,Bronze,36,2025-01-01
C5155,Customer C5155,Gold,71,2025-01-01
C6197,Customer C6197,Bronze,74,2025-01-01
C8452,Customer C8452,Bronze,59,2025-01-01
C9718,Customer C9718,Silver,51,2025-01-01
C1279,Customer C1279,Bronze,24,2025-01-01
C4977,Customer C4977,Bronze,48,2025-01-01
C3669,Customer C3669,Silver,69,2025-01-01
C8825,Customer C8825,Bronze,19,2025-01-01
C4981,Customer C4981,Silver,36,2025-01-01
C6247,Customer C6247,Gold,55,2025-01-01
C5427,Customer C5427,Bronze,49,2025-01-01
C7135,Customer C7135,Bronze,27,2025-01-01
C6573,Customer C6573,Bronze,58,2025-01-01
C8189,Customer C8189,Bronze,25,2025-01-01
C3776,Customer C3776,Silver,47,2025-01-01
C1662,Customer C1662,Bronze,28,2025-01-01
C9671,Customer C9671,Bronze,58,2025-01-01
C6060,Customer C6060,Bronze,37,2025-01-01
C6581,Customer C6581,Bronze,37,2025-01-01
C4789,Customer C4789,Silver,26,2025-01-01
C8148,Customer C8148,Bronze,25,2025-01-01
C8766,Customer C8766,Silver,32,2025-01-01
C3364,Customer C3364,Silver,51,2025-01-01
C9872,Customer C9872,Silver,41,2025-01-01
C5651,Customer C5651,Bronze,50,2025-01-01
C1609,Customer C1609,Silver,58,2025-01-01
C8940,Customer C8940,Silver,58,2025-01-01
C1371,Customer C1371,Silver,62,2025-01-01
C7998,Customer C7998,Bronze,57,2025-01-01
C7911,Customer C7911,Bronze,44,2025-01-01
C7010,Customer C7010,Silver,38,2025-01-01
C3253,Customer C3253,Bronze,22,2025-01-01
C5942,Customer C5942,Bronze,52,2025-01-01
C1864,Customer C1864,Gold,38,2025-01-01
C2268,Customer C2268,Bronze,21,2025-01-01
C8454,Customer C8454,Bronze,66,2025-01-01
C9976,Customer C9976,Bronze,65,2025-01-01
C5571,Customer C5571,Silver,33,2025-01-01
C6229,Customer C6229,Bronze,74,2025-01-01
C3237,Customer C3237,Silver,48,2025-01-01
C5054,Customer C5054,Bronze,43,2025-01-01
C7394,Customer C7394,Bronze,69,2025-01-01
C1325,Customer C1325,Silver,52,2025-01-01
C8774,Customer C8774,Bronze,23,2025-01-01
C4861,Customer C4861,Gold,50,2025-01-01
C2985,Customer C2985,Bronze,38,2025-01-01
C5932,Customer C5932,Bronze,33,2025-01-01
C5603,Customer C5603,Bronze,64,2025-01-01
C3778,Customer C3778,Bronze,56,2025-01-01
C9832,Customer C9832,Gold,51,2025-01-01
C8754,Customer C8754,Silver,59,2025-01-01
C5078,Customer C5078,Bronze,74,2025-01-01
C7754,Customer C7754,Bronze,32,2025-01-01
C4966,Customer C4966,Silver,23,2025-01-01
C6968,Customer C6968,Bronze,19,2025-01-01
C8493,Customer C8493,Bronze,41,2025-01-01
C5103,Customer C5103,Gold,73,2025-01-01
C3076,Customer C3076,Gold,66,2025-01-01
C6231,Customer C6231,Gold,45,2025-01-01
C8371,Customer C8371,Silver,18,2025-01-01
C2644,Customer C2644,Bronze,45,2025-01-01
C1242,Customer C1242,Bronze,53,2025-01-01
C5085,Customer C5085,Bronze,37,2025-01-01
C7828,Customer C7828,Silver,25,2025-01-01
C9362,Customer C9362,Silver,18,2025-01-01
C9844,Customer C9844,Gold,43,2025-01-01
C4512,Customer C4512,Silver,68,2025-01-01
C2499,Customer C2499,Gold,60,2025-01-01
C5039,Customer C5039,Bronze,66,2025-01-01
C3035,Customer C3035,Silver,42,2025-01-01
C8977,Customer C8977,Bronze,27,2025-01-01
C4823,Customer C4823,Bronze,29,2025-01-01
C1298,Customer C1298,Gold,58,2025-01-01
C8244,Customer C8244,Silver,24,2025-01-01
C5306,Customer C5306,Bronze,29,2025-01-01
C3799,Customer C3799,Bronze,64,2025-01-01
C7578,Customer C7578,Silver,57,2025-01-01
C6326,Customer C6326,Silver,34,2025-01-01
C3657,Customer C3657,Gold,22,2025-01-01
C4346,Customer C4346,Bronze,31,2025-01-01
C1941,Customer C1941,Bronze,51,2025-01-01
C2243,Customer C2243,Bronze,65,2025-01-01
C2966,Customer C2966,Gold,72,2025-01-01
C1375,Customer C1375,Bronze,18,2025-01-01
C5362,Customer C5362,Bronze,67,2025-01-01
C7502,Customer C7502,Bronze,67,2025-01-01
C2893,Customer C2893,Bronze,53,2025-01-01
C9106,Customer C9106,Silver,32,2025-01-01
C2652,Customer C2652,Silver,36,2025-01-01
C6540,Customer C6540,Silver,68,2025-01-01
C4892,Customer C4892,Bronze,59,2025-01-01
C1599,Customer C1599,Bronze,22,2025-01-01
C2912,Customer C2912,Bronze,36,2025-01-01
C9572,Customer C9572,Bronze,60,2025-01-01
C6599,Customer C6599,Silver,56,2025-01-01
C7448,Customer C7448,Bronze,22,2025-01-01
C9557,Customer C9557,Silver,69,2025-01-01
C9982,Customer C9982,Bronze,29,2025-01-01
C4569,Customer C4569,Silver,36,2025-01-01
C8707,Customer C8707,Gold,64,2025-01-01
C1746,Customer C1746,Silver,29,2025-01-01
C9504,Customer C9504,Bronze,53,2025-01-01
C5633,Customer C5633,Gold,29,2025-01-01
C8008,Customer C8008,Silver,35,2025-01-01
C3381,Customer C3381,Bronze,66,2025-01-01
C4618,Customer C4618,Bronze,68,2025-01-01
C1272,Customer C1272,Silver,65,2025-01-01
C2773,Customer C2773,Silver,60,2025-01-01
C1506,Customer C1506,Bronze,51,2025-01-01
C7719,Customer C7719,Bronze,65,2025-01-01
C9697,Customer C9697,Gold,50,2025-01-01
C7360,Customer C7360,Bronze,66,2025-01-01
C4590,Customer C4590,Bronze,35,2025-01-01
C2192,Customer C2192,Bronze,74,2025-01-01
C2464,Customer C2464,Silver,46,2025-01-01
C6615,Customer C6615,Bronze,62,2025-01-01
C7106,Customer C7106,Silver,22,2025-01-01
C9864,Customer C9864,Bronze,42,2025-01-01
C2211,Customer C2211,Silver,41,2025-01-01
C2539,Customer C2539,Silver,46,2025-01-01
C1643,Customer C1643,Bronze,55,2025-01-01
C9693,Customer C9693,Bronze,50,2025-01-01
C8680,Customer C8680,Bronze,27,2025-01-01
C5386,Customer C5386,Bronze,54,2025-01-01
C3339,Customer C3339,Silver,50,2025-01-01
C9947,Customer C9947,Bronze,40,2025-01-01
C6402,Customer C6402,Bronze,41,2025-01-01
C6663,Customer C6663,Bronze,41,2025-01-01
C6275,Customer C6275,Bronze,24,2025-01-01
C1507,Customer C1507,Bronze,67,2025-01-01
C2436,Customer C2436,Bronze,38,2025-01-01
C9750,Customer C9750,Silver,37,2025-01-01
C8354,Customer C8354,Bronze,70,2025-01-01
C5516,Customer C5516,Bronze,27,2025-01-01
C4622,Customer C4622,Silver,42,2025-01-01
C9111,Customer C9111,Silver,64,2025-01-01
C4715,Customer C4715,Bronze,53,2025-01-01
C8837,Customer C8837,Silver,65,2025-01-01
C8370,Customer C8370,Bronze,64,2025-01-01
C3155,Customer C3155,Silver,32,2025-01-01
C7365,Customer C7365,Silver,61,2025-01-01
C6209,Customer C6209,Silver,57,2025-01-01
C5677,Customer C5677,Silver,23,2025-01-01
C8211,Customer C8211,Bronze,54,2025-01-01
C8933,Customer C8933,Bronze,19,2025-01-01
C8928,Customer C8928,Bronze,29,2025-01-01
C3080,Customer C3080,Gold,21,2025-01-01
C8396,Customer C8396,Silver,40,2025-01-01
C8797,Customer C8797,Bronze,30,2025-01-01
C9346,Customer C9346,Silver,34,2025-01-01
C4494,Customer C4494,Silver,48,2025-01-01
C1904,Customer C1904,Bronze,33,2025-01-01
C9938,Customer C9938,Bronze,58,2025-01-01
C2725,Customer C2725,Silver,43,2025-01-01
C9462,Customer C9462,Bronze,45,2025-01-01
C6606,Customer C6606,Bronze,18,2025-01-01
C4956,Customer C4956,Silver,64,2025-01-01
C1171,Customer C1171,Gold,29,2025-01-01
C3306,Customer C3306,Silver,54,2025-01-01
C1421,Customer C1421,Silver,72,2025-01-01
C7103,Customer C7103,Bronze,73,2025-01-01
C2473,Customer C2473,Bronze,67,2025-01-01
C3181,Customer C3181,Silver,37,2025-01-01
C6882,Customer C6882,Bronze,19,2025-01-01
C6982,Customer C6982,Silver,53,2025-01-01
C6798,Customer C6798,Bronze,32,2025-01-01
C9456,Customer C9456,Bronze,55,2025-01-01
C7559,Customer C7559,Bronze,39,2025-01-01
C8620,Customer C8620,Gold,61,2025-01-01
C3774,Customer C3774,Bronze,67,2025-01-01
C6673,Customer C6673,Bronze,49,2025-01-01
C9134,Customer C9134,Bronze,37,2025-01-01
C3170,Customer C3170,Silver,53,2025-01-01
C6506,Customer C6506,Bronze,50,2025-01-01
C3395,Customer C3395,Bronze,32,2025-01-01
C6515,Customer C6515,Bronze,67,2025-01-01
C3670,Customer C3670,Silver,63,2025-01-01
C4365,Customer C4365,Bronze,20,2025-01-01
C1588,Customer C1588,Bronze,46,2025-01-01
C7663,Customer C7663,Bronze,64,2025-01-01
C5086,Customer C5086,Bronze,44,2025-01-01
C9531,Customer C9531,Silver,22,2025-01-01
